f7,f6,h6,h7,h4
f6,f5,f8,g4,g8
f6,f5,h4,g5,h5
f6,g5,f9,e6,f5
f6,g5,e3,f5,h5
c6,c7,c9,b8,e5
h3,k2,n4,h7,h5,h6
o1,a2,j15,a1,o15,m14,k12,i11
c9,c8,d11,f9,l4,j9
c2,g2,h2,f1,g6
o1,o5,e7,o3,a7,h8,a9
j4,j8,n6,m4,k7
